userName,score,at,content,content_tokens,content_tokens_fdist,content_tokens_WSW,content_normalized,content_tokens_stemmed,polarity_score,polarity
rEd_L19ht,1,2022-07-07 2:21:02,saya buka rekening tapi tidak dapat kartu atm pihak staff bank bilang stok kartu atm sedang habis saya daftar brimo utk memudahkan proses transaksiterims selalu gagal di tahap upload rekaman wajah padahal koneksi sangat lancar harus bagaimana lagi masa saya harus bolakbalik ke bank utk transferambil uang,"['saya', 'buka', 'rekening', 'tapi', 'tidak', 'dapat', 'kartu', 'atm', 'pihak', 'staff', 'bank', 'bilang', 'stok', 'kartu', 'atm', 'sedang', 'habis', 'saya', 'daftar', 'brimo', 'utk', 'memudahkan', 'proses', 'transaksiterims', 'selalu', 'gagal', 'di', 'tahap', 'upload', 'rekaman', 'wajah', 'padahal', 'koneksi', 'sangat', 'lancar', 'harus', 'bagaimana', 'lagi', 'masa', 'saya', 'harus', 'bolakbalik', 'ke', 'bank', 'utk', 'transferambil', 'uang']",<FreqDist with 40 samples and 47 outcomes>,"['buka', 'rekening', 'kartu', 'atm', 'staff', 'bank', 'stok', 'kartu', 'atm', 'habis', 'daftar', 'brimo', 'memudahkan', 'proses', 'transaksiterims', 'gagal', 'tahap', 'upload', 'rekaman', 'wajah', 'koneksi', 'lancar', 'bolakbalik', 'bank', 'transferambil', 'uang']","['buka', 'rekening', 'kartu', 'atm', 'staff', 'bank', 'stok', 'kartu', 'atm', 'habis', 'daftar', 'brimo', 'memudahkan', 'proses', 'transaksiterims', 'gagal', 'tahap', 'upload', 'rekaman', 'wajah', 'koneksi', 'lancar', 'bolakbalik', 'bank', 'transferambil', 'uang']","['buka', 'rekening', 'kartu', 'atm', 'staff', 'bank', 'stok', 'kartu', 'atm', 'habis', 'daftar', 'brimo', 'mudah', 'proses', 'transaksiterims', 'gagal', 'tahap', 'upload', 'rekam', 'wajah', 'koneksi', 'lancar', 'bolakbalik', 'bank', 'transferambil', 'uang']",-6,negative
Abdul Wachid 1008,1,2022-07-06 22:38:53,sangat tidak bagus aplikasi brimo dari jam sore dampai jam subuh gak bisa dibukak mau transfer malah repot percuma gonta ganti aplikasi lebih baik perbaiki pelayann malah lebih jela,"['sangat', 'tidak', 'bagus', 'aplikasi', 'brimo', 'dari', 'jam', 'sore', 'dampai', 'jam', 'subuh', 'gak', 'bisa', 'dibukak', 'mau', 'transfer', 'malah', 'repot', 'percuma', 'gonta', 'ganti', 'aplikasi', 'lebih', 'baik', 'perbaiki', 'pelayann', 'malah', 'lebih', 'jelas']",<FreqDist with 25 samples and 29 outcomes>,"['bagus', 'aplikasi', 'brimo', 'jam', 'sore', 'dampai', 'jam', 'subuh', 'dibukak', 'transfer', 'repot', 'gonta', 'ganti', 'aplikasi', 'perbaiki', 'pelayann']","['bagus', 'aplikasi', 'brimo', 'jam', 'sore', 'dampai', 'jam', 'subuh', 'dibukak', 'transfer', 'repot', 'gonta', 'ganti', 'aplikasi', 'perbaiki', 'pelayann']","['bagus', 'aplikasi', 'brimo', 'jam', 'sore', 'dampai', 'jam', 'subuh', 'dibukak', 'transfer', 'repot', 'gonta', 'ganti', 'aplikasi', 'baik', 'pelayann']",-13,negative
Nur Halimah,2,2022-07-06 22:37:52,dari kemarin setiap mau login udah masukin username pw selalu keluar lagi keluar lagi harus masukin username dan pw dari ulangudah dicoba berkali kali tetep aja ga bisa udah coba pake wifi pake paket data tetep ga bisa juga mau login diupdate juga sudah gimana si ini,"['dari', 'kemarin', 'setiap', 'mau', 'login', 'udah', 'masukin', 'username', 'pw', 'selalu', 'keluar', 'lagi', 'keluar', 'lagi', 'harus', 'masukin', 'username', 'dan', 'pw', 'dari', 'ulangudah', 'dicoba', 'berkali', 'kali', 'tetep', 'aja', 'ga', 'bisa', 'udah', 'coba', 'pake', 'wifi', 'pake', 'paket', 'data', 'tetep', 'ga', 'bisa', 'juga', 'mau', 'login', 'diupdate', 'juga', 'sudah', 'gimana', 'si', 'ini']",<FreqDist with 33 samples and 47 outcomes>,"['kemarin', 'login', 'masukin', 'username', 'pw', 'masukin', 'username', 'pw', 'ulangudah', 'dicoba', 'berkali', 'tetep', 'coba', 'pake', 'wifi', 'pake', 'paket', 'data', 'tetep', 'login', 'diupdate']","['kemarin', 'login', 'masukkan', 'username', 'posisinyaman', 'masukkan', 'username', 'posisinyaman', 'ulangudah', 'dicoba', 'berkali', 'tetep', 'coba', 'pakai', 'wifi', 'pakai', 'paket', 'data', 'tetep', 'login', 'diupdate']","['kemarin', 'login', 'masuk', 'username', 'posisinyaman', 'masuk', 'username', 'posisinyaman', 'ulangudah', 'coba', 'kali', 'tetep', 'coba', 'pakai', 'wifi', 'pakai', 'paket', 'data', 'tetep', 'login', 'diupdate']",3,positive
Ade Susilawati,5,2022-07-06 19:26:01,mempermudah segala urusan dimana pun dan kapan pun bisa melakukan transaksi ngak perlu ribet ke atm atau ke agen link lgi lebih hemat kalau mbanking setiap transaksi pake pulsa,"['mempermudah', 'segala', 'urusan', 'dimana', 'pun', 'dan', 'kapan', 'pun', 'bisa', 'melakukan', 'transaksi', 'ngak', 'perlu', 'ribet', 'ke', 'atm', 'atau', 'ke', 'agen', 'link', 'lgi', 'lebih', 'hemat', 'kalau', 'mbanking', 'setiap', 'transaksi', 'pake', 'pulsa']",<FreqDist with 26 samples and 29 outcomes>,"['mempermudah', 'urusan', 'dimana', 'transaksi', 'ribet', 'atm', 'agen', 'link', 'lgi', 'hemat', 'mbanking', 'transaksi', 'pake', 'pulsa']","['mempermudah', 'urusan', 'dimana', 'transaksi', 'ribet', 'atm', 'agen', 'link', 'lagi', 'hemat', 'mbanking', 'transaksi', 'pakai', 'pulsa']","['mudah', 'urus', 'mana', 'transaksi', 'ribet', 'atm', 'agen', 'link', 'lagi', 'hemat', 'mbanking', 'transaksi', 'pakai', 'pulsa']",-1,negative
Andy m. Yahya Yahya,4,2022-09-05 1:51:51,cepat bagus dan akses mudah,"['cepat', 'bagus', 'dan', 'akses', 'mudah']",<FreqDist with 5 samples and 5 outcomes>,"['cepat', 'bagus', 'akses', 'mudah']","['cepat', 'bagus', 'akses', 'mudah']","['cepat', 'bagus', 'akses', 'mudah']",3,positive
Nanda dan Apri,5,2022-09-04 19:38:26,keren cepat hebat bagus sekali,"['keren', 'cepat', 'hebat', 'bagus', 'sekali']",<FreqDist with 5 samples and 5 outcomes>,"['keren', 'cepat', 'hebat', 'bagus']","['keren', 'cepat', 'hebat', 'bagus']","['keren', 'cepat', 'hebat', 'bagus']",-2,negative
M.Asyraaf Alfarizi,1,2022-07-06 15:15:47,saya sulit mendaftarkan diri untuk membuat akun di aplikasi brimo ini menurut saya aplikasi ini masih banyak kelemahan dan juga menyusahkan masyarakatmohon bagi bri agar bs memperbaiki aplikasi initerutama tolong agar masyarakat mudah dalam melakukan operasional dr aplikasi ini bisa di contoh seperti mbanking bcasimple dan mudah  operasionalkannggak perlu pakai verivikasi muka segalaribet,"['saya', 'sulit', 'mendaftarkan', 'diri', 'untuk', 'membuat', 'akun', 'di', 'aplikasi', 'brimo', 'ini', 'menurut', 'saya', 'aplikasi', 'ini', 'masih', 'banyak', 'kelemahan', 'dan', 'juga', 'menyusahkan', 'masyarakatmohon', 'bagi', 'bri', 'agar', 'bs', 'memperbaiki', 'aplikasi', 'initerutama', 'tolong', 'agar', 'masyarakat', 'mudah', 'dalam', 'melakukan', 'operasional', 'dr', 'aplikasi', 'ini', 'bisa', 'di', 'contoh', 'seperti', 'mbanking', 'bcasimple', 'dan', 'mudah', 'operasionalkannggak', 'perlu', 'pakai', 'verivikasi', 'muka', 'segalaribet']",<FreqDist with 43 samples and 53 outcomes>,"['sulit', 'mendaftarkan', 'akun', 'aplikasi', 'brimo', 'aplikasi', 'kelemahan', 'menyusahkan', 'masyarakatmohon', 'bri', 'memperbaiki', 'aplikasi', 'initerutama', 'tolong', 'masyarakat', 'mudah', 'operasional', 'aplikasi', 'contoh', 'mbanking', 'bcasimple', 'mudah', 'operasionalkannggak', 'pakai', 'verivikasi', 'muka', 'segalaribet']","['sulit', 'mendaftarkan', 'akun', 'aplikasi', 'brimo', 'aplikasi', 'kelemahan', 'menyusahkan', 'masyarakatmohon', 'bri', 'memperbaiki', 'aplikasi', 'initerutama', 'tolong', 'masyarakat', 'mudah', 'operasional', 'aplikasi', 'contoh', 'mbanking', 'bcasimple', 'mudah', 'operasionalkannggak', 'pakai', 'verivikasi', 'muka', 'segalaribet']","['sulit', 'daftar', 'akun', 'aplikasi', 'brimo', 'aplikasi', 'lemah', 'susah', 'masyarakatmohon', 'bri', 'baik', 'aplikasi', 'initerutama', 'tolong', 'masyarakat', 'mudah', 'operasional', 'aplikasi', 'contoh', 'mbanking', 'bcasimple', 'mudah', 'operasionalkannggak', 'pakai', 'verivikasi', 'muka', 'segalaribet']",-14,negative
Alfin Aldrin Manuhutu,5,2022-07-06 13:50:03,ini bri kenapa ya isi pulsa aja ga bisa sy bayar pajak lewat internet banking pas mau di cetak malah eror tapi status pembayaran berhasil giliran cek catatan aktivitas satupun ga ada aktivitasnya padahal aktivitas sy banyak terjadi sy mau cek pembayaran saya karena disitu ada no ntpn yg akan sy gunakan untuk lapor pajak tapi tidak bisa konfirmasi cs disuruh ke kantor cabang terdekat giliran ke kantor cabang yg didapat bukan bukti print transaksi malah rekening koran yg dikasih,"['ini', 'bri', 'kenapa', 'ya', 'isi', 'pulsa', 'aja', 'ga', 'bisa', 'sy', 'bayar', 'pajak', 'lewat', 'internet', 'banking', 'pas', 'mau', 'di', 'cetak', 'malah', 'eror', 'tapi', 'status', 'pembayaran', 'berhasil', 'giliran', 'cek', 'catatan', 'aktivitas', 'satupun', 'ga', 'ada', 'aktivitasnya', 'padahal', 'aktivitas', 'sy', 'banyak', 'terjadi', 'sy', 'mau', 'cek', 'pembayaran', 'saya', 'karena', 'disitu', 'ada', 'no', 'ntpn', 'yg', 'akan', 'sy', 'gunakan', 'untuk', 'lapor', 'pajak', 'tapi', 'tidak', 'bisa', 'konfirmasi', 'cs', 'disuruh', 'ke', 'kantor', 'cabang', 'terdekat', 'giliran', 'ke', 'kantor', 'cabang', 'yg', 'didapat', 'bukan', 'bukti', 'print', 'transaksi', 'malah', 'rekening', 'koran', 'yg', 'dikasih']",<FreqDist with 61 samples and 80 outcomes>,"['bri', 'isi', 'pulsa', 'bayar', 'pajak', 'internet', 'banking', 'pas', 'cetak', 'eror', 'status', 'pembayaran', 'berhasil', 'giliran', 'cek', 'catatan', 'aktivitas', 'satupun', 'aktivitasnya', 'aktivitas', 'cek', 'pembayaran', 'disitu', 'ntpn', 'lapor', 'pajak', 'konfirmasi', 'cs', 'disuruh', 'kantor', 'cabang', 'terdekat', 'giliran', 'kantor', 'cabang', 'bukti', 'print', 'transaksi', 'rekening', 'koran', 'dikasih']","['bri', 'isi', 'pulsa', 'bayar', 'pajak', 'internet', 'banking', 'pas', 'cetak', 'eror', 'status', 'pembayaran', 'berhasil', 'giliran', 'cek', 'catatan', 'aktivitas', 'satupun', 'aktivitasnya', 'aktivitas', 'cek', 'pembayaran', 'disitu', 'ntpn', 'lapor', 'pajak', 'konfirmasi', 'cs', 'disuruh', 'kantor', 'cabang', 'terdekat', 'giliran', 'kantor', 'cabang', 'bukti', 'print', 'transaksi', 'rekening', 'koran', 'dikasih']","['bri', 'isi', 'pulsa', 'bayar', 'pajak', 'internet', 'banking', 'pas', 'cetak', 'eror', 'status', 'bayar', 'hasil', 'gilir', 'cek', 'catat', 'aktivitas', 'satu', 'aktivitas', 'aktivitas', 'cek', 'bayar', 'situ', 'ntpn', 'lapor', 'pajak', 'konfirmasi', 'cs', 'suruh', 'kantor', 'cabang', 'dekat', 'gilir', 'kantor', 'cabang', 'bukti', 'print', 'transaksi', 'rekening', 'koran', 'kasih']",-20,negative
Rizkie Aprilia,5,2022-09-02 10:20:30,sangat mudah dan cepat,"['sangat', 'mudah', 'dan', 'cepat']",<FreqDist with 4 samples and 4 outcomes>,"['mudah', 'cepat']","['mudah', 'cepat']","['mudah', 'cepat']",3,positive
Agung Cahyono,5,2022-09-02 8:01:53,alhamdulillah lancar kaya menu simpel mudah digunakan,"['alhamdulillah', 'lancar', 'kaya', 'menu', 'simpel', 'mudah', 'digunakan']",<FreqDist with 7 samples and 7 outcomes>,"['lancar', 'kaya', 'menu', 'simpel', 'mudah']","['lancar', 'kaya', 'menu', 'simpel', 'mudah']","['lancar', 'kaya', 'menu', 'simpel', 'mudah']",8,positive
Dian Farida,1,2022-07-06 12:43:28,aplikasi bri sedang tidak baik saja beberapa kali saya login gak bisa dikarenakan user id terblokir entah kenapa padahal udah bener loh sampe harus ganti pasword beberapa kali juga skrng adik sy tf malah blm masuk uangnya msh proses terus entah ada apa dengan aplikasi ini,"['aplikasi', 'bri', 'sedang', 'tidak', 'baik', 'saja', 'beberapa', 'kali', 'saya', 'login', 'gak', 'bisa', 'dikarenakan', 'user', 'id', 'terblokir', 'entah', 'kenapa', 'padahal', 'udah', 'bener', 'loh', 'sampe', 'harus', 'ganti', 'pasword', 'beberapa', 'kali', 'juga', 'skrng', 'adik', 'sy', 'tf', 'malah', 'blm', 'masuk', 'uangnya', 'msh', 'proses', 'terus', 'entah', 'ada', 'apa', 'dengan', 'aplikasi', 'ini']",<FreqDist with 42 samples and 46 outcomes>,"['aplikasi', 'bri', 'login', 'user', 'id', 'terblokir', 'bener', 'sampe', 'ganti', 'pasword', 'skrng', 'adik', 'tf', 'uangnya', 'proses', 'aplikasi']","['aplikasi', 'bri', 'login', 'user', 'id', 'terblokir', 'benar', 'sampai', 'ganti', 'pasword', 'skrng', 'adik', 'tf', 'uangnya', 'proses', 'aplikasi']","['aplikasi', 'bri', 'login', 'user', 'id', 'blokir', 'benar', 'sampai', 'ganti', 'pasword', 'skrng', 'adik', 'tf', 'uang', 'proses', 'aplikasi']",-14,negative
Rafli Andrian,1,2022-07-06 11:23:38,ok membuat transaksi lebih mudah dan efisien mudah digunakan fiturnya lengkap,"['ok', 'membuat', 'transaksi', 'lebih', 'mudah', 'dan', 'efisien', 'mudah', 'digunakan', 'fiturnya', 'lengkap']",<FreqDist with 10 samples and 11 outcomes>,"['transaksi', 'mudah', 'efisien', 'mudah', 'fiturnya', 'lengkap']","['transaksi', 'mudah', 'efisien', 'mudah', 'fiturnya', 'lengkap']","['transaksi', 'mudah', 'efisien', 'mudah', 'fiturnya', 'lengkap']",13,positive
djatmiko hidajat,5,2022-07-06 11:18:29,sudah cukup baik tpi bisa lbih baik jk seperti flip historis rek yg sudah pernah didaftarkan mjd tujuan trf tetap ada tidak bayar sekali trf bisa lbih dr satu tujuan rek,"['sudah', 'cukup', 'baik', 'tpi', 'bisa', 'lbih', 'baik', 'jk', 'seperti', 'flip', 'historis', 'rek', 'yg', 'sudah', 'pernah', 'didaftarkan', 'mjd', 'tujuan', 'trf', 'tetap', 'ada', 'tidak', 'bayar', 'sekali', 'trf', 'bisa', 'lbih', 'dr', 'satu', 'tujuan', 'rek']",<FreqDist with 24 samples and 31 outcomes>,"['tpi', 'lbih', 'jk', 'flip', 'historis', 'rek', 'didaftarkan', 'mjd', 'tujuan', 'trf', 'bayar', 'trf', 'lbih', 'tujuan', 'rek']","['tapi', 'lbih', 'jika', 'flip', 'historis', 'rek', 'didaftarkan', 'menjadi', 'tujuan', 'trf', 'bayar', 'trf', 'lbih', 'tujuan', 'rek']","['tapi', 'lbih', 'jika', 'flip', 'historis', 'rek', 'daftar', 'jadi', 'tuju', 'trf', 'bayar', 'trf', 'lbih', 'tuju', 'rek']",-7,negative
my turtle,1,2022-07-06 5:31:38,jelek bangeettdulu sebelum update brimobisa dipakai terussetalh update otomatis malah ga bisa dipakaisdh ke cs katanya untuk pengguna hp oppo  vivo bbrp spek ga bisaga rekomen dhburukperbaiki lagi sistem brimonya,"['jelek', 'bangeettdulu', 'sebelum', 'update', 'brimobisa', 'dipakai', 'terussetalh', 'update', 'otomatis', 'malah', 'ga', 'bisa', 'dipakaisdh', 'ke', 'cs', 'katanya', 'untuk', 'pengguna', 'hp', 'oppo', 'vivo', 'bbrp', 'spek', 'ga', 'bisaga', 'rekomen', 'dhburukperbaiki', 'lagi', 'sistem', 'brimonya']",<FreqDist with 28 samples and 30 outcomes>,"['jelek', 'bangeettdulu', 'brimobisa', 'dipakai', 'terussetalh', 'otomatis', 'dipakaisdh', 'cs', 'pengguna', 'hp', 'oppo', 'vivo', 'bbrp', 'spek', 'bisaga', 'rekomen', 'dhburukperbaiki', 'sistem', 'brimonya']","['jelek', 'bangeettdulu', 'brimobisa', 'dipakai', 'terussetalh', 'otomatis', 'dipakaisdh', 'cs', 'pengguna', 'hp', 'oppo', 'vivo', 'beberapa', 'spek', 'bisaga', 'rekomen', 'dhburukperbaiki', 'sistem', 'brimonya']","['jelek', 'bangeettdulu', 'brimobisa', 'pakai', 'terussetalh', 'otomatis', 'dipakaisdh', 'cs', 'guna', 'hp', 'oppo', 'vivo', 'beberapa', 'spek', 'bisaga', 'rekomen', 'dhburukperbaiki', 'sistem', 'brimonya']",-5,negative
Dian Ardiansyah,5,2022-07-06 5:28:09,knapa ya brimo nya gak bisa login udah beberapa kali di coba masih ttep gk bisa pake data pake wifi ttp gk bisa mohon bantuan nya,"['knapa', 'ya', 'brimo', 'nya', 'gak', 'bisa', 'login', 'udah', 'beberapa', 'kali', 'di', 'coba', 'masih', 'ttep', 'gk', 'bisa', 'pake', 'data', 'pake', 'wifi', 'ttp', 'gk', 'bisa', 'mohon', 'bantuan', 'nya']",<FreqDist with 21 samples and 26 outcomes>,"['knapa', 'brimo', 'login', 'coba', 'ttep', 'pake', 'data', 'pake', 'wifi', 'ttp', 'bantuan']","['knapa', 'brimo', 'login', 'coba', 'ttep', 'pakai', 'data', 'pakai', 'wifi', 'tetap', 'bantuan']","['knapa', 'brimo', 'login', 'coba', 'ttep', 'pakai', 'data', 'pakai', 'wifi', 'tetap', 'bantu']",0,negative
Luqman Hanif,1,2022-07-06 4:29:33,aplikasi cacat udah daftar sampai tahap rekaman video gagal terus lalu ada notif email bahwa ekyc berhasil tapi tidak bisa lanjut proses tahap lalu update aplikasi dan diminta mengulang proses dari aw,"['aplikasi', 'cacat', 'udah', 'daftar', 'sampai', 'tahap', 'rekaman', 'video', 'gagal', 'terus', 'lalu', 'ada', 'notif', 'email', 'bahwa', 'ekyc', 'berhasil', 'tapi', 'tidak', 'bisa', 'lanjut', 'proses', 'tahap', 'lalu', 'update', 'aplikasi', 'dan', 'diminta', 'mengulang', 'proses', 'dari', 'awal']",<FreqDist with 28 samples and 32 outcomes>,"['aplikasi', 'cacat', 'daftar', 'tahap', 'rekaman', 'video', 'gagal', 'notif', 'email', 'ekyc', 'berhasil', 'proses', 'tahap', 'aplikasi', 'mengulang', 'proses']","['aplikasi', 'cacat', 'daftar', 'tahap', 'rekaman', 'video', 'gagal', 'notif', 'email', 'ekyc', 'berhasil', 'proses', 'tahap', 'aplikasi', 'mengulang', 'proses']","['aplikasi', 'cacat', 'daftar', 'tahap', 'rekam', 'video', 'gagal', 'notif', 'email', 'ekyc', 'hasil', 'proses', 'tahap', 'aplikasi', 'ulang', 'proses']",-15,negative
Atika Faozah,1,2022-07-06 4:29:32,gagal xbikin foto susahselesai foto masukin email berkali gagalmau bikin vidio aplikasi keluar muluk bank juga bikin kayak ginialias gagal muluharus kayak mana si aq nya padahal internet  oke pake bangetberarti yg bermasalah kan bri nyaaplikasi bri nya,"['gagal', 'xbikin', 'foto', 'susahselesai', 'foto', 'masukin', 'email', 'berkali', 'gagalmau', 'bikin', 'vidio', 'aplikasi', 'keluar', 'muluk', 'bank', 'juga', 'bikin', 'kayak', 'ginialias', 'gagal', 'muluharus', 'kayak', 'mana', 'si', 'aq', 'nya', 'padahal', 'internet', 'oke', 'pake', 'bangetberarti', 'yg', 'bermasalah', 'kan', 'bri', 'nyaaplikasi', 'bri', 'nya']",<FreqDist with 32 samples and 38 outcomes>,"['gagal', 'xbikin', 'foto', 'susahselesai', 'foto', 'masukin', 'email', 'berkali', 'gagalmau', 'vidio', 'aplikasi', 'muluk', 'bank', 'ginialias', 'gagal', 'muluharus', 'aq', 'internet', 'oke', 'pake', 'bangetberarti', 'bermasalah', 'bri', 'nyaaplikasi', 'bri']","['gagal', 'xbikin', 'foto', 'susahselesai', 'foto', 'masukkan', 'email', 'berkali', 'gagalmau', 'vidio', 'aplikasi', 'muluk', 'bank', 'ginialias', 'gagal', 'muluharus', 'saya', 'internet', 'oke', 'pakai', 'bangetberarti', 'bermasalah', 'bri', 'nyaaplikasi', 'bri']","['gagal', 'xbikin', 'foto', 'susahselesai', 'foto', 'masuk', 'email', 'kali', 'gagalmau', 'vidio', 'aplikasi', 'muluk', 'bank', 'ginialias', 'gagal', 'muluharus', 'saya', 'internet', 'oke', 'pakai', 'bangetberarti', 'masalah', 'bri', 'nyaaplikasi', 'bri']",-11,negative
Onni Harimurti,5,2022-07-06 3:03:35,aplikasi ringan mudah di gunakan gini kok dibilang susah ribet hoelo yang kasih ini apk bintang sebenernya yang susah ribet itu bukan apk brimo tapi hidup lo maaf ye min kalo kasar dipahami bos jangan bisa hanya menyalahkan yang belum tentu juga dia pakai apk brimo mungkin cuma pengen spam,"['aplikasi', 'ringan', 'mudah', 'di', 'gunakan', 'gini', 'kok', 'dibilang', 'susah', 'ribet', 'hoelo', 'yang', 'kasih', 'ini', 'apk', 'bintang', 'sebenernya', 'yang', 'susah', 'ribet', 'itu', 'bukan', 'apk', 'brimo', 'tapi', 'hidup', 'lo', 'maaf', 'ye', 'min', 'kalo', 'kasar', 'dipahami', 'bos', 'jangan', 'bisa', 'hanya', 'menyalahkan', 'yang', 'belum', 'tentu', 'juga', 'dia', 'pakai', 'apk', 'brimo', 'mungkin', 'cuma', 'pengen', 'spam']",<FreqDist with 43 samples and 50 outcomes>,"['aplikasi', 'ringan', 'mudah', 'gini', 'dibilang', 'susah', 'ribet', 'hoelo', 'kasih', 'apk', 'bintang', 'sebenernya', 'susah', 'ribet', 'apk', 'brimo', 'hidup', 'maaf', 'ye', 'kasar', 'dipahami', 'bos', 'menyalahkan', 'pakai', 'apk', 'brimo', 'pengen', 'spam']","['aplikasi', 'ringan', 'mudah', 'begini', 'dibilang', 'susah', 'ribet', 'hoelo', 'kasih', 'apk', 'bintang', 'sebenernya', 'susah', 'ribet', 'apk', 'brimo', 'hidup', 'maaf', 'ye', 'kasar', 'dipahami', 'bos', 'menyalahkan', 'pakai', 'apk', 'brimo', 'ingin', 'spam']","['aplikasi', 'ringan', 'mudah', 'begini', 'bilang', 'susah', 'ribet', 'hoelo', 'kasih', 'apk', 'bintang', 'sebenernya', 'susah', 'ribet', 'apk', 'brimo', 'hidup', 'maaf', 'ye', 'kasar', 'paham', 'bos', 'salah', 'pakai', 'apk', 'brimo', 'ingin', 'spam']",-21,negative
Ahmad Jajuli,1,2022-07-06 2:45:55,bagus sangat menolong dan terhubung dengan pembayaran toko onlin,"['bagus', 'sangat', 'menolong', 'dan', 'terhubung', 'dengan', 'pembayaran', 'toko', 'online']",<FreqDist with 9 samples and 9 outcomes>,"['bagus', 'menolong', 'terhubung', 'pembayaran', 'toko', 'online']","['bagus', 'menolong', 'terhubung', 'pembayaran', 'toko', 'online']","['bagus', 'tolong', 'hubung', 'bayar', 'toko', 'online']",-8,negative
Anak Lanang,1,2022-07-06 2:29:51,aplikasi yang sangat bagus dan sangat membantu untuk semua transaksi good job,"['aplikasi', 'yang', 'sangat', 'bagus', 'dan', 'sangat', 'membantu', 'untuk', 'semua', 'transaksi', 'good', 'job']",<FreqDist with 11 samples and 12 outcomes>,"['aplikasi', 'bagus', 'membantu', 'transaksi', 'job']","['aplikasi', 'bagus', 'membantu', 'transaksi', 'job']","['aplikasi', 'bagus', 'bantu', 'transaksi', 'job']",-3,negative
Muhamad Handoko,1,2022-07-06 0:49:43,fitur lebih lengkap bagus dan efisien,"['fitur', 'lebih', 'lengkap', 'bagus', 'dan', 'efisien']",<FreqDist with 6 samples and 6 outcomes>,"['fitur', 'lengkap', 'bagus', 'efisien']","['fitur', 'lengkap', 'bagus', 'efisien']","['fitur', 'lengkap', 'bagus', 'efisien']",1,positive
Etika Ayu,2,2022-07-06 0:43:30,saat mau up video selalu bilang tidak ada koneksi internet padahal udah pake wifi data lancar aja sampe ngetake video berulangulang masih tidak bisa gimana nih mau daftar aja susah bgt,"['saat', 'mau', 'up', 'video', 'selalu', 'bilang', 'tidak', 'ada', 'koneksi', 'internet', 'padahal', 'udah', 'pake', 'wifi', 'data', 'lancar', 'aja', 'sampe', 'ngetake', 'video', 'berulangulang', 'masih', 'tidak', 'bisa', 'gimana', 'nih', 'mau', 'daftar', 'aja', 'susah', 'bgt']",<FreqDist with 27 samples and 31 outcomes>,"['up', 'video', 'koneksi', 'internet', 'pake', 'wifi', 'data', 'lancar', 'sampe', 'ngetake', 'video', 'berulangulang', 'daftar', 'susah']","['up', 'video', 'koneksi', 'internet', 'pakai', 'wifi', 'data', 'lancar', 'sampai', 'ngetake', 'video', 'berulangulang', 'daftar', 'susah']","['up', 'video', 'koneksi', 'internet', 'pakai', 'wifi', 'data', 'lancar', 'sampai', 'ngetake', 'video', 'berulangulang', 'daftar', 'susah']",-10,negative
Retno Pramesti,1,2022-07-06 0:36:41,setiap mau log in selalu user id diblokir sampek capek mengubah paswod log in mending pakek bri mobile yg bener bener mempermudah transaksi maupun log in lama lama pindah bank kalau gini mah,"['setiap', 'mau', 'log', 'in', 'selalu', 'user', 'id', 'diblokir', 'sampek', 'capek', 'mengubah', 'paswod', 'log', 'in', 'mending', 'pakek', 'bri', 'mobile', 'yg', 'bener', 'bener', 'mempermudah', 'transaksi', 'maupun', 'log', 'in', 'lama', 'lama', 'pindah', 'bank', 'kalau', 'gini', 'mah']",<FreqDist with 27 samples and 33 outcomes>,"['log', 'user', 'id', 'diblokir', 'sampek', 'capek', 'mengubah', 'paswod', 'log', 'mending', 'pakek', 'bri', 'mobile', 'bener', 'bener', 'mempermudah', 'transaksi', 'log', 'pindah', 'bank', 'gini']","['log', 'user', 'id', 'diblokir', 'sampek', 'lelah', 'mengubah', 'paswod', 'log', 'lebihbaik', 'pakai', 'bri', 'mobile', 'benar', 'benar', 'mempermudah', 'transaksi', 'log', 'pindah', 'bank', 'begini']","['log', 'user', 'id', 'blokir', 'sampek', 'lelah', 'ubah', 'paswod', 'log', 'lebihbaik', 'pakai', 'bri', 'mobile', 'benar', 'benar', 'mudah', 'transaksi', 'log', 'pindah', 'bank', 'begini']",-2,negative
Creative maker,2,2022-07-05 23:45:55,setelah update malah gagal login ke brimo tampilan putih dan kembali ke menu login clear data cache sudah restart hp sudah hasil tetap sama lantas bagaimana kami bertransaksi,"['setelah', 'update', 'malah', 'gagal', 'login', 'ke', 'brimo', 'tampilan', 'putih', 'dan', 'kembali', 'ke', 'menu', 'login', 'clear', 'data', 'cache', 'sudah', 'restart', 'hp', 'sudah', 'hasil', 'tetap', 'sama', 'lantas', 'bagaimana', 'kami', 'bertransaksi']",<FreqDist with 25 samples and 28 outcomes>,"['gagal', 'login', 'brimo', 'tampilan', 'putih', 'menu', 'login', 'clear', 'data', 'cache', 'restart', 'hp', 'hasil', 'lantas', 'bertransaksi']","['gagal', 'login', 'brimo', 'tampilan', 'putih', 'menu', 'login', 'clear', 'data', 'cache', 'restart', 'hp', 'hasil', 'lantas', 'bertransaksi']","['gagal', 'login', 'brimo', 'tampil', 'putih', 'menu', 'login', 'clear', 'data', 'cache', 'restart', 'hp', 'hasil', 'lantas', 'transaksi']",-6,negative
